Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Variation des stocks de matières premières,Variation des stocks de matières et fournitures,61241,6124,0,,Expense,MAD
Variation des stocks de matières et fournitures consommables,Variation des stocks de matières et fournitures,61242,6124,0,,Expense,MAD
Variation des stocks des emballages,Variation des stocks de matières et fournitures,61243,6124,0,,Expense,MAD
"Achats de fournitures non stockables (eau, électricité,,)",Achats non stockés de matières et fournitures,61251,6125,0,,Expense,MAD
Achats de fournitures d'entretien,Achats non stockés de matières et fournitures,61252,6125,0,,Expense,MAD
Achats de petit outillage et petit équipement,Achats non stockés de matières et fournitures,61253,6125,0,,Expense,MAD
Achats de fournitures de bureau,Achats non stockés de matières et fournitures,61254,6125,0,,Expense,MAD
Achats des travaux,"Achats de travaux, études et prestations de service",61261,6126,0,,Expense,MAD
Achats des études,"Achats de travaux, études et prestations de service",61262,6126,0,,Expense,MAD
Achats des prestations de service,"Achats de travaux, études et prestations de service",61263,6126,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats de matières premières","Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",61291,6129,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats de matières et fournitures consommables","Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",61292,6129,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats des emballages","Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",61293,6129,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats non stockés","Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",61295,6129,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats de travaux, études et prestations de service","Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",61296,6129,0,,Expense,MAD
"Rabais, remises et ristournes obtenus sur achats de matières et fournitures des exercices antérieurs","Rabais, remises et ristournes obtenus sur achats consommés de matières et fournitures",61298,6129,0,,Expense,MAD
Locations de terrains,Locations et charges locatives,61311,6131,0,,Expense,MAD
Locations de constructions,Locations et charges locatives,61312,6131,0,,Expense,MAD
Locations de matériel et d'outillage,Locations et charges locatives,61313,6131,0,,Expense,MAD
Locations de mobilier et de matériel de bureau,Locations et charges locatives,61314,6131,0,,Expense,MAD
Locations de matériel informatique,Locations et charges locatives,61315,6131,0,,Expense,MAD
Locations de matériel de transport,Locations et charges locatives,61316,6131,0,,Expense,MAD
Malis sur emballages rendus,Locations et charges locatives,61317,6131,0,,Expense,MAD
Locations et charges locatives diverses,Locations et charges locatives,61318,6131,0,,Expense,MAD
Redevances de crédit-bail - mobilier et matériel,Redevances de crédit-bail,61321,6132,0,,Expense,MAD
Entretien et réparations des biens immobiliers,Entretien et réparations,61331,6133,0,,Expense,MAD
Entretien et réparations des biens mobiliers,Entretien et réparations,61332,6133,0,,Expense,MAD
Maintenance,Entretien et réparations,61335,6133,0,,Expense,MAD
"Assurances multirisque (vol, incendie,R,C,)",Primes d'assurances,61341,6134,0,,Expense,MAD
Assurances - risques d'exploitation,Primes d'assurances,61343,6134,0,,Expense,MAD
Assurances - Matériel de transport,Primes d'assurances,61345,6134,0,,Expense,MAD
Autres assurances,Primes d'assurances,61348,6134,0,,Expense,MAD
Rémunérations du personnel occasionnel,Rémunérations du personnel extérieur à l'entreprise,61351,6135,0,,Expense,MAD
Rémunérations du personnel intérimaire,Rémunérations du personnel extérieur à l'entreprise,61352,6135,0,,Expense,MAD
Rémunérations du personnel détaché ou prêté à l'entreprise,Rémunérations du personnel extérieur à l'entreprise,61353,6135,0,,Expense,MAD
Commissions et courtages,Rémunérations d'intermédiaires et honoraires,61361,6136,0,,Expense,MAD
Honoraires,Rémunérations d'intermédiaires et honoraires,61365,6136,0,,Expense,MAD
Frais d'actes et de contentieux,Rémunérations d'intermédiaires et honoraires,61367,6136,0,,Expense,MAD
Redevances pour brevets,"Redevances pour brevets, marques, droits et valeurs similaires",61371,6137,0,,Expense,MAD
Autres redevances,"Redevances pour brevets, marques, droits et valeurs similaires",61378,6137,0,,Expense,MAD
Etudes générales,"Etudes, recherches et documentation",61411,6141,0,,Expense,MAD
Recherches,"Etudes, recherches et documentation",61413,6141,0,,Expense,MAD
Documentation générale,"Etudes, recherches et documentation",61415,6141,0,,Expense,MAD
Documentation technique,"Etudes, recherches et documentation",61416,6141,0,,Expense,MAD
Transports du personnel,Transports,61421,6142,0,,Expense,MAD
Transports sur achats,Transports,61425,6142,0,,Expense,MAD
Transports sur ventes,Transports,61426,6142,0,,Expense,MAD
Autres transports,Transports,61428,6142,0,,Expense,MAD
Voyages et déplacements,"Déplacements, missions et réceptions",61431,6143,0,,Expense,MAD
Frais de déménagement,"Déplacements, missions et réceptions",61433,6143,0,,Expense,MAD
Missions,"Déplacements, missions et réceptions",61435,6143,0,,Expense,MAD
Réceptions,"Déplacements, missions et réceptions",61436,6143,0,,Expense,MAD
Annoces et insertions,"Publicité, publications et relations publiques",61441,6144,0,,Expense,MAD
"Echantillons, catalogues et imprimés publicitaires","Publicité, publications et relations publiques",61442,6144,0,,Expense,MAD
Foires et expositions,"Publicité, publications et relations publiques",61443,6144,0,,Expense,MAD
Primes de publicité,"Publicité, publications et relations publiques",61444,6144,0,,Expense,MAD
Publications,"Publicité, publications et relations publiques",61446,6144,0,,Expense,MAD
Cadeaux à la clientèle,"Publicité, publications et relations publiques",61447,6144,0,,Expense,MAD
Autres charges de publicité et relations publiques,"Publicité, publications et relations publiques",61448,6144,0,,Expense,MAD
Frais postaux,Frais postaus et frais de télécommunications,61451,6145,0,,Expense,MAD
Frais de téléphone,Frais postaus et frais de télécommunications,61455,6145,0,,Expense,MAD
Frais de télex et de télégrammes,Frais postaus et frais de télécommunications,61456,6145,0,,Expense,MAD
Cotisations,Cotisations et dons,61461,6146,0,,Expense,MAD
Dons,Cotisations et dons,61462,6146,0,,Expense,MAD
Frais d'achat et de vente des titres,Services bancaires,61471,6147,0,,Expense,MAD
Frais sur effets de commerce,Services bancaires,61472,6147,0,,Expense,MAD
Frais et commisions sur services bancaires,Services bancaires,61473,6147,0,,Expense,MAD
Taxe urbaine et taxe d'édilité,Impôts et taxes directs,61611,6161,0,,Expense,MAD
Patente,Impôts et taxes directs,61612,6161,0,,Expense,MAD
Taxes locales,Impôts et taxes directs,61615,6161,0,,Expense,MAD
Droits d’enregistrement et de timbre,"Impôts, taxes et droits assimilés",61671,6167,0,,Expense,MAD
Taxes sur les véhicules,"Impôts, taxes et droits assimilés",61673,6167,0,,Expense,MAD
"Autres impôts, taxes et droits assimilés","Impôts, taxes et droits assimilés",61678,6167,0,,Expense,MAD
Appointements et salaires,Rémunérations du personnel,61711,6171,0,,Expense,MAD
Primes et gratifications,Rémunérations du personnel,61712,6171,0,,Expense,MAD
Indemnités et avantages divers,Rémunérations du personnel,61713,6171,0,,Expense,MAD
Commissions au personnel,Rémunérations du personnel,61714,6171,0,,Expense,MAD
"Rémunérations des administrateurs, gérants et associés",Rémunérations du personnel,61715,6171,0,,Expense,MAD
Cotisations de sécurité sociale,Charges sociales,61741,6174,0,,Expense,MAD
Cotisations aux caisses de retraite,Charges sociales,61742,6174,0,,Expense,MAD
Cotisations aux mutuelles,Charges sociales,61743,6174,0,,Expense,MAD
Prestations familiales,Charges sociales,61744,6174,0,,Expense,MAD
Assurances accidents de travail,Charges sociales,61745,6174,0,,Expense,MAD
Assurances groupe,Charges sociales diverses,61761,6176,0,,Expense,MAD
Prestations de retarites,Charges sociales diverses,61762,6176,0,,Expense,MAD
Allocations aux oeuvres sociales,Charges sociales diverses,61763,6176,0,,Expense,MAD
Habillement et vêtements de travail,Charges sociales diverses,61764,6176,0,,Expense,MAD
Indemnités de préavis et de licenciement,Charges sociales diverses,61765,6176,0,,Expense,MAD
"Médecine de travail, pharmacie",Charges sociales diverses,61766,6176,0,,Expense,MAD
Autres charges sociales diverses,Charges sociales diverses,61768,6176,0,,Expense,MAD
Appointements et salaires,Rémunération de l'exploitant,61771,6177,0,,Expense,MAD
Charges sociales sur appointements et salaires de l’exploitant,Rémunération de l'exploitant,61774,6177,0,,Expense,MAD
D.E.A. des frais préliminaires,Dotations d’exploitation aux amortissements de l’immobilisation en non valeur,61911,6191,0,,Expense,MAD
D.E.A. des charges à répartir,Dotations d’exploitation aux amortissements de l’immobilisation en non valeur,61912,6191,0,,Expense,MAD
D.E.A. de l’immobilisation en recherche et développement,Dotations d’exploitation aux amortissements des immobilisations incorporelles,61921,6192,0,,Expense,MAD
"D.E.A. des brevets, marques, droits et valeurs similaires",Dotations d’exploitation aux amortissements des immobilisations incorporelles,61922,6192,0,,Expense,MAD
D.E.A. du fonds commercial,Dotations d’exploitation aux amortissements des immobilisations incorporelles,61923,6192,0,,Expense,MAD
D.E.A. des autres immobilisations incorporelles,Dotations d’exploitation aux amortissements des immobilisations incorporelles,61928,6192,0,,Expense,MAD
D.E.A. des terrains,Dotations d’exploitation aux amortissements des immobilisations corporelles,61931,6193,0,,Expense,MAD
D.E.A. des constructions,Dotations d’exploitation aux amortissements des immobilisations corporelles,61932,6193,0,,Expense,MAD
"D.E.A. des installations techniques, matériel et outillage",Dotations d’exploitation aux amortissements des immobilisations corporelles,61933,6193,0,,Expense,MAD
D.E.A. du matériel de transport,Dotations d’exploitation aux amortissements des immobilisations corporelles,61934,6193,0,,Expense,MAD
"D.E.A. des mobiliers, matériels de bureau et aménagements divers",Dotations d’exploitation aux amortissements des immobilisations corporelles,61935,6193,0,,Expense,MAD
D.E.A. des autres immobilisations corporelles,Dotations d’exploitation aux amortissements des immobilisations corporelles,61938,6193,0,,Expense,MAD
D.E.P. pour dépréciation des immobilisations incorporelles,Dotations d’exploitation aux provisions pour dépréciation des immobilisations,61942,6194,0,,Expense,MAD
D.E.P. pour dépréciation des immobilisations corporelles,Dotations d’exploitation aux provisions pour dépréciation des immobilisations,61943,6194,0,,Expense,MAD
D.E.P. pour risques et charges durables,Dotations d’exploitation aux provisions pour risques et charges,61955,6195,0,,Expense,MAD
D.E.P. pour dépréciation des stocks,Dotations d’exploitation aux provisions pour dépréciations de l’actif circulant,61961,6196,0,,Expense,MAD
D.E.P. pour dépréciation des créances de l’actif circulant,Dotations d’exploitation aux provisions pour dépréciations de l’actif circulant,61964,6196,0,,Expense,MAD
D.E. aux amortissements des exercices antérieurs,Dotations d’exploitation des exercices antérieurs,61981,6198,0,,Expense,MAD
D.E. aux provisions des exercices antérieurs,Dotations d’exploitation des exercices antérieurs,61984,6198,0,,Expense,MAD
Intérêts des emprunts,Intérêts des emprunts et dettes,63111,6311,0,,Expense,MAD
Intérêts des dettes rattachées à des participations,Intérêts des emprunts et dettes,63113,6311,0,,Expense,MAD
Intérêts des comptes courants et dépôts créditeurs,Intérêts des emprunts et dettes,63114,6311,0,,Expense,MAD
Intérêts bancaires et sur opérations de financement,Intérêts des emprunts et dettes,63115,6311,0,,Expense,MAD
Autres intérêts des emprunts et dettes,Intérêts des emprunts et dettes,63118,6311,0,,Expense,MAD
Pénalités sur marchés,Pénalités sur marchés et dédits,65811,6581,0,,Expense,MAD
Dédits,Pénalités sur marchés et dédits,65812,6581,0,,Expense,MAD
Pénalités et amendes fiscales,Pénalités et amendes fiscales ou pénales,65831,6583,0,,Expense,MAD
Pénalités et amendes pénales,Pénalités et amendes fiscales ou pénales,65833,6583,0,,Expense,MAD
Dons,"Dons, libéralités et lots",65861,6586,0,,Expense,MAD
Libéralités,"Dons, libéralités et lots",65862,6586,0,,Expense,MAD
Lots,"Dons, libéralités et lots",65863,6586,0,,Expense,MAD
D.A.E. de l’immobilisation en non-valeurs,Dotations aux amortissements exceptionnels des immobilisations,65911,6591,0,,Expense,MAD
D.A.E. des immobilisations incorporelles,Dotations aux amortissements exceptionnels des immobilisations,65912,6591,0,,Expense,MAD
D.A.E. des immobilisations corporelles,Dotations aux amortissements exceptionnels des immobilisations,65913,6591,0,,Expense,MAD
D.N.C. pour amortissements dérogatoires,Dotations non courantes aux provisions réglementées,65941,6594,0,,Expense,MAD
D.N.C. pour plus-values en instance d'imposition,Dotations non courantes aux provisions réglementées,65942,6594,0,,Expense,MAD
D.N.C. pour investissements,Dotations non courantes aux provisions réglementées,65944,6594,0,,Expense,MAD
D.N.C. pour reconstitution de gisements,Dotations non courantes aux provisions réglementées,65945,6594,0,,Expense,MAD
D.N.C. pour acquisition et construction de logements,Dotations non courantes aux provisions réglementées,65946,6594,0,,Expense,MAD
D.N.C. aux provisions pour risques et charges durables,Dotations non courantes aux provisions pour risques et charges,65955,6595,0,,Expense,MAD
D.N.C. aux provisions pour risques et charges momentanés,Dotations non courantes aux provisions pour risques et charges,65957,6595,0,,Expense,MAD
D.N.C. aux provisions pour dépréciation de l’actif immobilisé,Dotations non courantes aux provisions pour dépréciation,65962,6596,0,,Expense,MAD
D.N.C. aux provisions pour dépréciation de l’actif circulant,Dotations non courantes aux provisions pour dépréciation,65963,6596,0,,Expense,MAD
Ventes de produits finis,Ventes de biens produits au Maroc,71211,7121,0,,Income,MAD
Ventes de produits intermédiaires,Ventes de biens produits au Maroc,71212,7121,0,,Income,MAD
Ventes de produits résiduels,Ventes de biens produits au Maroc,71217,7121,0,,Income,MAD
Ventes de produits finis,Ventes de biens produits à l’étranger,71221,7122,0,,Income,MAD
Ventes de produits intermédiaires,Ventes de biens produits à l’étranger,71222,7122,0,,Income,MAD
Travaux,Ventes de services produits au Maroc,71241,7124,0,,Income,MAD
Etudes,Ventes de services produits au Maroc,71242,7124,0,,Income,MAD
Prestations de services,Ventes de services produits au Maroc,71243,7124,0,,Income,MAD
Travaux,Ventes de services produits à l'étranger,71251,7125,0,,Income,MAD
Etudes,Ventes de services produits à l'étranger,71252,7125,0,,Income,MAD
Prestations de services,Ventes de services produits à l'étranger,71253,7125,0,,Income,MAD
Locations divers es reçues,Ventes de produits accessoires,71271,7127,0,,Income,MAD
Commissions et courtages reçus,Ventes de produits accessoires,71272,7127,0,,Income,MAD
Produits de services exploités dans l'intérêt du personnel,Ventes de produits accessoires,71273,7127,0,,Income,MAD
Bonis sur reprises d'emballages consignés,Ventes de produits accessoires,71275,7127,0,,Income,MAD
Ports et frais accessoires facturés,Ventes de produits accessoires,71276,7127,0,,Income,MAD
Autres ventes et produits accessoires,Ventes de produits accessoires,71278,7127,0,,Income,MAD
"R,R,R accordées sur ventes au Maroc des biens produits","Rabais, remises et ristournes accordés par l’entreprise",71291,7129,0,,Income,MAD
"R,R,R accordées sur ventes à l'étranger des biens produits","Rabais, remises et ristournes accordés par l’entreprise",71292,7129,0,,Income,MAD
"R,R,R accordées sur ventes au Maroc des services produits","Rabais, remises et ristournes accordés par l’entreprise",71294,7129,0,,Income,MAD
"R,R,R accordées sur ventes à l'étranger des services produits","Rabais, remises et ristournes accordés par l’entreprise",71295,7129,0,,Income,MAD
"Rabais, remises et ristournes accordés sur ventes de B & S produits des exercices antérieurs","Rabais, remises et ristournes accordés par l’entreprise",71298,7129,0,,Income,MAD
Variation des stocks de biens produits en cours,Variation des stocks de produits en cours,71311,7131,0,,Income,MAD
Variation des stocks de produits intermédiaires en cours,Variation des stocks de produits en cours,71312,7131,0,,Income,MAD
Variation des stocks de produits résiduels en cours,Variation des stocks de produits en cours,71317,7131,0,,Income,MAD
Variation des stocks de produits finis,Variation des stocks de biens produits,71321,7132,0,,Income,MAD
Variation des stocks de produits intermédiaires,Variation des stocks de biens produits,71322,7132,0,,Income,MAD
Variation des stocks de produits résiduels,Variation des stocks de biens produits,71327,7132,0,,Income,MAD
Variation des stocks de travaux en cours,Variation des stocks de services en cours,71341,7134,0,,Income,MAD
Variation des stocks d'études en cours,Variation des stocks de services en cours,71342,7134,0,,Income,MAD
Variation des stocks de prestations en cours,Variation des stocks de services en cours,71343,7134,0,,Income,MAD
"T,C,E - Achats de marchandises",Transferts des charges d’exploitation,71971,7197,0,,Income,MAD
"T,C,E - Achats consommés de matières et fournitures",Transferts des charges d’exploitation,71972,7197,0,,Income,MAD
"T,C,E - Autes charges externes",Transferts des charges d’exploitation,71973,7197,0,,Income,MAD
"T,C,E - Impôts et taxes",Transferts des charges d’exploitation,71975,7197,0,,Income,MAD
"T,C,E - Charges de personnel",Transferts des charges d’exploitation,71976,7197,0,,Income,MAD
"T,C,E - Autres charges d'exploitation",Transferts des charges d’exploitation,71978,7197,0,,Income,MAD
Reprises sur amortissements des exercices antérieurs,Reprises sur amortissements et provisions des exercices antérieurs,71981,7198,0,,Income,MAD
Reprises sur provisions des exercices antérieurs,Reprises sur amortissements et provisions des exercices antérieurs,71984,7198,0,,Income,MAD
Intérêts des prêts,Intérêts et produits assimilés,73811,7381,0,,Income,MAD
Revenus des autres créances financières,Intérêts et produits assimilés,73813,7381,0,,Income,MAD
Transfert - Charges d'intérêts,Transfert de charges financières,73971,7397,0,,Income,MAD
Transfert - Pertes de change,Transfert de charges financières,73973,7397,0,,Income,MAD
Transfert - Autres charges financières,Transfert de charges financières,73978,7397,0,,Income,MAD
Pénalités reçues sur marchés,Pénalités et dédits reçus,75811,7581,0,,Income,MAD
Dédits reçus,Pénalités et dédits reçus,75812,7581,0,,Income,MAD
Dons,"Dons, libéralités et lots reçus",75861,7586,0,,Income,MAD
Libéralités,"Dons, libéralités et lots reçus",75862,7586,0,,Income,MAD
Lots,"Dons, libéralités et lots reçus",75863,7586,0,,Income,MAD
"R,A,E de l'mmobilisation en non valeurs",Reprises non courantes sur amortissements exceptionnels des immobilisations,75911,7591,0,,Income,MAD
"R,A,E des immobilisations incorporelles",Reprises non courantes sur amortissements exceptionnels des immobilisations,75912,7591,0,,Income,MAD
"R,A,E des immobilisations corporelles",Reprises non courantes sur amortissements exceptionnels des immobilisations,75913,7591,0,,Income,MAD
Reprises sur amortissements dérogatoires,Reprises non courantes sur provisions réglementées,75941,7594,0,,Income,MAD
Reprises sur plus-values en instance d'imposition,Reprises non courantes sur provisions réglementées,75942,7594,0,,Income,MAD
Reprises sur provisions pour investissements,Reprises non courantes sur provisions réglementées,75944,7594,0,,Income,MAD
Reprises sur provisions pour reconstitution de gisements,Reprises non courantes sur provisions réglementées,75945,7594,0,,Income,MAD
Reprises sur provisions pour acquisition et construction de logements,Reprises non courantes sur provisions réglementées,75946,7594,0,,Income,MAD
Reprises sur provisions pour risques et charges durables,Reprises non courantes sur provisions pour risques et charges,75955,7595,0,,Income,MAD
Reprises sur provisions pour risques et charges momentanés,Reprises non courantes sur provisions pour risques et charges,75957,7595,0,,Income,MAD
"R,N,C sur provisions pour dépréciation de l'actif immobilisé",Reprises non courantes sur provisions pour dépréciation,75962,7596,0,,Income,MAD
"R,N,C sur provisions pour dépréciation de l'actif circulant",Reprises non courantes sur provisions pour dépréciation,75963,7596,0,,Income,MAD
D.E.P. pour risques et charges momentanés,COMPTES DE RECLASSEMENT ET D'ANALYSE,91957,91,0,,Equity,MAD
